,name,number_reviews,rating,address,city,lat,long,geometry
596,Betlem Miscelánea Gastronómica,763,4.5,Girona 70  Barcelona,Barcelona,41.3949078,2.171228,POINT (2.171228 41.3949078)
597,Mi Gracia,419,4.5,Carrer  Encarnacio 52 Barcelona,Barcelona,41.4065606,2.1604143,POINT (2.1604143 41.4065606)
598,Restaurante Can Pineda,262,4.5,Carrer  Sant Joan de Malta 55 Barcelona,Barcelona,41.409602,2.1914713,POINT (2.1914713 41.409602)
599,Hisop,774,4.0,Passatge Marimón 9 Barcelona,Barcelona,41.39457135,2.148174301741447,POINT (2.148174301741447 41.39457135)
600,Restaurante Feroz,448,3.5,Carrer Tuset 27 Barcelona,Barcelona,41.396527,2.1508741,POINT (2.1508741 41.396527)
601,CrosMas,343,4.5,Casanova 158  Barcelona,Barcelona,41.38995745,2.153521302523857,POINT (2.153521302523857 41.38995745)
602,El Club De La Hamburguesa,389,4.0,Valdonzella  3 Barcelona,Barcelona,41.3840191,2.1667804,POINT (2.1667804 41.3840191)
603,Bodega La Puntual,917,4.0,Carrer Montcada 22 Barcelona,Barcelona,41.5191859,2.18357,POINT (2.18357 41.5191859)
604,Watatsumi,639,4.0,373 385 5a Planta Barcelona,Barcelona,,,POINT EMPTY
605,Federal Cafe Parlament,1179,3.5,Carrer  Parlament 39 08015  Barcelona,Barcelona,41.3769276,2.1628669,POINT (2.1628669 41.3769276)
606,Papadam,370,5.0,Ronda de Sant Pau 11 Barcelona,Barcelona,41.3752969,2.1674889,POINT (2.1674889 41.3752969)
607,Red Ant Noodle Bar,434,4.0,Carrer  Tiradors 3 5 Barcelona,Barcelona,41.3879762,2.1809766,POINT (2.1809766 41.3879762)
608,Calabrasa,331,4.5,Passeig del Born 27  Barcelona,Barcelona,41.3854186,2.1830762,POINT (2.1830762 41.3854186)
609,Mextizo Barcelona,417,4.0,Carrer Diputacio 239 Barcelona,Barcelona,41.4399999,2.0118282,POINT (2.0118282 41.4399999)
610,La  Nueva  Marquesa,381,4.5,Carrer Pintor Tapiro 10 Barcelona,Barcelona,41.3778296,2.1186223,POINT (2.1186223 41.3778296)
611,SiamoQuà,639,4.5,Rambla Del Poblenou 123  Barcelona,Barcelona,41.4038125,2.1974004,POINT (2.1974004 41.4038125)
612,ABaC,2191,4.5,Avinguda Tibidabo 1 Barcelona,Barcelona,41.5827536,2.2353701,POINT (2.2353701 41.5827536)
613,Bodega Monumental,1113,4.0,Creu Coberta 87 Barcelona,Barcelona,41.3751866,2.1421183,POINT (2.1421183 41.3751866)
614,La Tere Gastrobar,341,4.5,Carrer de Riego 25 Barcelona,Barcelona,41.37652355,2.1381742593306288,POINT (2.1381742593306288 41.37652355)
615,Maur,453,4.0,Carrer Comte D  Urgell 9 Barcelona,Barcelona,41.3296319,1.9331417,POINT (1.9331417 41.3296319)
616,Restaurant Gaig,489,4.0,Carrer  Córcega 200 Barcelona,Barcelona,41.4781286,2.1309929,POINT (2.1309929 41.4781286)
617,Trópico,545,4.0,Carrer Marques de Barbera 24 Barcelona,Barcelona,41.517683,2.358729,POINT (2.358729 41.517683)
618,Nakashita,591,4.0,Rec Comtal 15  Barcelona,Barcelona,41.3899184,2.1798326,POINT (2.1798326 41.3899184)
619,La Malandrina,1006,4.5,Carrer  Almirante Cervera Numero 5  Barcelona,Barcelona,,,POINT EMPTY
620,Spoonik Club Plaza Lesseps,616,4.5,plaza lesseps 13  Barcelona,Barcelona,,,POINT EMPTY
621,Antúnez,378,4.5,Carrer de Neptu 18  Barcelona,Barcelona,41.3979417,2.1546769,POINT (2.1546769 41.3979417)
622,La Taverna de Barcelona,699,4.0,Ronda de la Universitat 37 Barcelona,Barcelona,41.387328,2.1679739,POINT (2.1679739 41.387328)
623,Aqui Quedamos,280,4.5,Violant D hongria Reina D arago 60 Barcelona,Barcelona,41.3785724,2.129956,POINT (2.129956 41.3785724)
624,Ristorante Pizzeria  Eden,627,4.5,Carrer de Provença 332  Barcelona,Barcelona,41.3972239,2.164949,POINT (2.164949 41.3972239)
625,Costa Pacifico,309,4.5,Plaça Sant Agustí Vell 13  Barcelona,Barcelona,41.3880544,2.1806686,POINT (2.1806686 41.3880544)
626,Olivos Comida y Vinos,213,5.0,Carrer de Galileu 159 Barcelona,Barcelona,41.3792055,2.1345208,POINT (2.1345208 41.3792055)
627,La Cachapera Bcn,207,4.5,Carrer Villaroel 57  Barcelona,Barcelona,41.7157918,2.6873912,POINT (2.6873912 41.7157918)
628,Divinus,1301,3.5,Paseo de Gracia 28 Barcelona,Barcelona,41.387931,2.1693922,POINT (2.1693922 41.387931)
629,El Jardí de l'Abadessa,340,3.5,Abadessa Olzet 26 Barcelona,Barcelona,41.394321649999995,2.109976244717122,POINT (2.109976244717122 41.394321649999995)
630,Farga Diagonal,491,3.5,Diagonal 391 Barcelona,Barcelona,41.38894843578947,2.13134906,POINT (2.13134906 41.38894843578947)
631,Bambu Beach Bar,1216,4.5,Av  Litoral S N  Barcelona,Barcelona,,,POINT EMPTY
632,Agüelo Taberna Barcelona,571,4.0,Carrer  d Avinyó 37 Barcelona,Barcelona,41.380305,2.1792164,POINT (2.1792164 41.380305)
633,Trobador Rambla Catalunya,945,3.5,Rambla Catalunya 2 Barcelona,Barcelona,41.3929414,2.1608972,POINT (2.1608972 41.3929414)
634,Goiko - Passeig de Sant Joan 58,419,3.5,Passeig de Sant Joan 58  Barcelona,Barcelona,41.39648858117011,2.173883645781891,POINT (2.173883645781891 41.39648858117011)
635,Soda Bus,263,4.5,Carrer d Aribau 150 Barcelona,Barcelona,41.392169800000005,2.154843077579587,POINT (2.154843077579587 41.392169800000005)
636,Miguelitos,348,4.0,Carrer  Aribau 162  Barcelona,Barcelona,41.3927442,2.1539985,POINT (2.1539985 41.3927442)
637,Mo Te Magno,422,4.5,Carrer  Provenca 16  Barcelona,Barcelona,41.5294834,2.0683511,POINT (2.0683511 41.5294834)
638,La Panxa del Bisbe,621,4.5,Torrent de Les Flors 158  Barcelona,Barcelona,41.4095146,2.1571374,POINT (2.1571374 41.4095146)
639,Il Commendatore,316,3.5,Carrer  Comte d Urgell 247 Barcelona,Barcelona,41.3296319,1.9331417,POINT (1.9331417 41.3296319)
640,Fratelli la Bufala,570,4.0,Pau Claris 72 Barcelona,Barcelona,41.3892294,2.171995,POINT (2.171995 41.3892294)
641,El Melic del Gotic,1145,4.0,Montsio 7  Barcelona,Barcelona,41.3858241,2.1739833,POINT (2.1739833 41.3858241)
642,La Piazzenza,796,3.0,Avenida Gaudi 16 Barcelona,Barcelona,,,POINT EMPTY
643,El Señorio del Perú,323,3.5,Carrer  Corsega 607 Barcelona,Barcelona,41.40854435,2.1749835574238583,POINT (2.1749835574238583 41.40854435)
644,Jobs Restaurant,251,5.0,Carrer  Mallorca  Barcelona,Barcelona,41.4936096,2.1863173,POINT (2.1863173 41.4936096)
645,My Fucking Restaurant,839,4.5,Carrer  Nou de la Rambla n35  Barcelona,Barcelona,41.3774294,2.1725826,POINT (2.1725826 41.3774294)
646,aQistoi,921,4.5,Gerona 94  Barcelona,Barcelona,-36.5948376,-72.0701467,POINT (-72.0701467 -36.5948376)
647,Can Vador,293,4.0,Carrer de la Diputacio 367  Barcelona,Barcelona,41.39590108450704,2.1742378521126757,POINT (2.1742378521126757 41.39590108450704)
648,El Ramblero,323,4.5,Carrer  Pont Del Terball 13 Barcelona,Barcelona,,,POINT EMPTY
649,La Cantina Mexicana,453,4.0,Carrer de Valencia 427  Barcelona,Barcelona,41.4021696,2.1757582,POINT (2.1757582 41.4021696)
650,Fenicia,425,4.5,Psg Antoni 9 Barcelona,Barcelona,,,POINT EMPTY
651,Restaurante Ipar-Txoko,206,4.0,Carrer  Mozart 22 Barcelona,Barcelona,41.4949416,2.1800639,POINT (2.1800639 41.4949416)
652,Santa Clara Restaurante,256,4.0,Carrer  Jiménez e Iglesias 11 13  Barcelona,Barcelona,,,POINT EMPTY
653,"La Tagliatella C.C. Diagonal Mar, Barcelona",688,3.5,CC Diagonal Mar   Avda  Diagonal 3 Barcelona,Barcelona,,,POINT EMPTY
654,Nevermind Bar,281,4.5,Escudellers Blancs  3 Gotico Barcelona,Barcelona,41.3805473,2.1759868,POINT (2.1759868 41.3805473)
655,Restaurante Sagues,222,4.0,Carrer de Sagues 25 Barcelona,Barcelona,41.3942373,2.144896,POINT (2.144896 41.3942373)
656,La Informal,348,4.0,Rambla del Raval 34 Barcelona,Barcelona,41.3787754,2.1696513,POINT (2.1696513 41.3787754)
657,La Bodegueta Provença,695,4.0,Carrer de Provença 233  Barcelona,Barcelona,41.3933645,2.159469,POINT (2.159469 41.3933645)
658,Suarna,713,4.0,Carrer  Llança nº1 Barcelona,Barcelona,41.6446804,2.1915256,POINT (2.1915256 41.6446804)
659,Casa Mari y Rufo,390,4.0,Carrer freixures 11  Barcelona,Barcelona,41.3858658,2.1781751,POINT (2.1781751 41.3858658)
660,Restaurante Mexicano Chilam Balam,301,3.5,Carrer  Industria 156 Barcelona,Barcelona,41.6933961,2.4486475,POINT (2.4486475 41.6933961)
661,Nomm,337,4.5,Av del Paral lel 130  Barcelona,Barcelona,41.37525378055555,2.160613138888889,POINT (2.160613138888889 41.37525378055555)
662,Restaurant Mediterrani,584,3.5,Carrer de la Diputació 73 Barcelona,Barcelona,41.381176100000005,2.154348608880275,POINT (2.154348608880275 41.381176100000005)
663,Restaurante El Rincon Maya,209,4.0,Valencia 183 Barcelona,Barcelona,41.38899635,2.158081724422191,POINT (2.158081724422191 41.38899635)
664,Eva & Olga of Evohé Barcelona,92,5.0, Cataluña Barcelona,Barcelona,41.3828939,2.1774322,POINT (2.1774322 41.3828939)
665,El Foro,1110,4.0,Carrer de La Princesa 53 Barcelona,Barcelona,41.3869732,2.1822156,POINT (2.1822156 41.3869732)
666,Deja Burg,211,4.5,Corcega 216 Barcelona,Barcelona,41.4781286,2.1309929,POINT (2.1309929 41.4781286)
667,Arenal Restaurant,719,3.5,Passeig Maritim La Barceloneta s n Barcelona,Barcelona,41.3773259,2.1912205,POINT (2.1912205 41.3773259)
668,El Rey de la Gamba-2,1843,3.5,Paseo Joan Borbo 46 48  Barcelona,Barcelona,,,POINT EMPTY
669,Petritxol Cafe,709,4.5,Carrer  Petritxol 11 Barcelona,Barcelona,41.3828951,2.1728035,POINT (2.1728035 41.3828951)
670,La Bodegueta,829,4.0,Rambla de Catalunya 100  Barcelona,Barcelona,41.3935425,2.1603166,POINT (2.1603166 41.3935425)
671,Oishii Ramen Street,275,4.0,Ronda Sant Pere 26 Barcelona,Barcelona,41.3893629,2.1742429,POINT (2.1742429 41.3893629)
672,GatBlau Restaurant,302,4.5,Carrer  Comte Borrell 122  Barcelona,Barcelona,41.6059297,2.6292596,POINT (2.6292596 41.6059297)
673,Opium Barcelona,862,3.5,Paseo Maritimo de la Barceloneta 34 Barcelona,Barcelona,,,POINT EMPTY
674,CDLC Barcelona,1085,4.0,Passeig Maritim 32  Barcelona,Barcelona,41.2313239,1.7977625,POINT (1.7977625 41.2313239)
675,Yatai,246,4.0,Comte D urgell 112  Barcelona,Barcelona,41.3883161,2.1502389,POINT (2.1502389 41.3883161)
676,Surya Pau Claris,661,4.0,Carrer Pau Claris 92  Barcelona,Barcelona,41.9137074,2.2301625,POINT (2.2301625 41.9137074)
677,Restaurante Bodega Sepulveda,406,4.0,Sepulveda 173 Barcelona,Barcelona,41.3833492,2.1624799,POINT (2.1624799 41.3833492)
678,Moments,718,4.5,Passeig de Gràcia Barcelona,Barcelona,41.3899486,2.1679219,POINT (2.1679219 41.3899486)
679,Rasoi,323,4.5,Carrer  Londres 63  Barcelona,Barcelona,41.5965593,2.2792652,POINT (2.2792652 41.5965593)
680,99 Sushi Bar - Barcelona,168,4.0,Carrer del Tenor Viñas 4 Barcelona,Barcelona,41.39463015,2.142232281993434,POINT (2.142232281993434 41.39463015)
681,Morelia restaurant,523,4.0,Plaza comercial 7 Barcelona,Barcelona,41.3858984,2.1690931,POINT (2.1690931 41.3858984)
682,Lab Restaurant,278,5.0,Carrer de Rossend Arús 12  Barcelona,Barcelona,41.37317185,2.1373404637428033,POINT (2.1373404637428033 41.37317185)
683,Taquerías Tamarindo,425,4.0,Carrer de Aragó 236  Barcelona,Barcelona,41.380323,2.1343263,POINT (2.1343263 41.380323)
684,Bar Calders,348,4.0,Carrer  Parlament 25  Barcelona,Barcelona,41.3764788,2.1623937,POINT (2.1623937 41.3764788)
685,König Barcelona Born,350,4.0,Carrer de la Fusina 3 Barcelona,Barcelona,41.386227,2.1828611,POINT (2.1828611 41.386227)
686,Salitre Barcelona,107,4.5,Carrer de Llull 169 Barcelona,Barcelona,41.4004111,2.2012133,POINT (2.2012133 41.4004111)
687,La Taberna del Cobre,728,4.0,Carrer  Argenteria 53 Barcelona,Barcelona,41.3837426,2.1798383,POINT (2.1798383 41.3837426)
688,Restaurant Cal Boter,543,4.0,Carrer Tordera 62 Barcelona,Barcelona,41.5917792,2.57999,POINT (2.57999 41.5917792)
689,Terra d'Escudella,278,4.0,Premia 20 baixos Barcelona,Barcelona,,,POINT EMPTY
690,El Pebrot i El Petit Cargol,244,4.0,Carrer  ALCOLEA 18  Barcelona,Barcelona,41.378607,2.1355899,POINT (2.1355899 41.378607)
691,Bun Bo Raval,391,4.0,Carrer  Sagristans 3 Barcelona,Barcelona,41.3850619,2.1750203,POINT (2.1750203 41.3850619)
692,Tapes Barcelona,234,4.5,Carrer Ample 46  Barcelona,Barcelona,41.3810509,2.1805139,POINT (2.1805139 41.3810509)
693,Marisqueria Esthvan,227,4.5,Carrer de Palencia 45 Barcelona,Barcelona,41.4186539,2.1908649,POINT (2.1908649 41.4186539)
694,Bubo Born,1069,4.0,Caputxes 10 Barcelona,Barcelona,41.383133,2.1818401,POINT (2.1818401 41.383133)
695,Gandhi Restaurant,339,3.5,Carrer Balmes 21  Barcelona,Barcelona,41.5335616,2.1841893,POINT (2.1841893 41.5335616)
696,Kubik,751,3.0,Las Ramblas 45 Barcelona,Barcelona,24.8328271,-107.4338551,POINT (-107.4338551 24.8328271)
697,Gaudim,1119,4.5,Carrer Aragó 231 Barcelona,Barcelona,41.5239718,2.2380047,POINT (2.2380047 41.5239718)
698,Bo de B,770,4.5,Carrer  Fusteria 14 cantonada Merce  Barcelona,Barcelona,,,POINT EMPTY
699,MEXCLA Tapas y Cocteleria Mexicana,324,4.0,Carrer de Ramon y Cajal 35  Barcelona,Barcelona,41.7081816,2.7257815,POINT (2.7257815 41.7081816)
700,La Trini,366,4.0,Carrer  Verdi 30 Barcelona,Barcelona,41.4517803,2.2192977,POINT (2.2192977 41.4517803)
701,Pan & Oli,206,4.5,Galileu 30  Barcelona,Barcelona,41.3755137,2.135837,POINT (2.135837 41.3755137)
702,LeccaBaffi,378,4.5,Valencia 341  Barcelona,Barcelona,41.3977889,2.1698372,POINT (2.1698372 41.3977889)
703,El Filete Ruso,585,4.0,Carrer  Enric Granados 95 Barcelona,Barcelona,41.5327952,2.0728404,POINT (2.0728404 41.5327952)
704,Pudding Barcelona,278,3.5,Avda Diagonal 515 Barcelona,Barcelona,41.38722888210526,2.12476962,POINT (2.12476962 41.38722888210526)
705,Caravelle,828,4.5,Pintor Fortuny 31  Barcelona,Barcelona,41.3822872,2.1688475,POINT (2.1688475 41.3822872)
706,Zarautz Taberna Vasca,820,4.5,Carrer  Elisi 13 Barcelona,Barcelona,41.3780165,2.1433079,POINT (2.1433079 41.3780165)
707,VULCANUS Pizza,256,4.5,Carrer  Entença 64  Barcelona,Barcelona,41.37817735350678,2.152847749553712,POINT (2.152847749553712 41.37817735350678)
708,La Fitora,446,3.0,Moll de Gregal 18   19 Barcelona,Barcelona,41.3879376,2.2011909,POINT (2.2011909 41.3879376)
709,Baluard Barceloneta,354,4.5,Carrer de Provença 279 Barcelona,Barcelona,41.3961997,2.1632579,POINT (2.1632579 41.3961997)
710,Tomasso - New York Pizza,320,4.5,Carrer de Londres 93  Barcelona,Barcelona,41.39315115,2.150033830757776,POINT (2.150033830757776 41.39315115)
711,Hungaryto,411,4.5,Arago 353 Barcelona,Barcelona,41.3974032,2.17152881,POINT (2.17152881 41.3974032)
712,Pizzería Bar Ottantotto,276,5.0,Passatge d Utset 2 Barcelona,Barcelona,41.4048073,2.1772978,POINT (2.1772978 41.4048073)
713,Rio Dragon,170,4.5,Carrer de l oblit 3 Barcelona,Barcelona,41.4204992,2.179397,POINT (2.179397 41.4204992)
714,Oma Bistro,393,4.5,Carrer Del Consell de Cent 227 Barcelona,Barcelona,41.3855902,2.1581806,POINT (2.1581806 41.3855902)
715,Aguaribay,296,4.5,Carrer del Taulat 95  Barcelona,Barcelona,41.3991494,2.2051653,POINT (2.2051653 41.3991494)
716,La Plassohla,849,4.5,Via Laetana 49 Barcelona,Barcelona,,,POINT EMPTY
717,La Cua Curta,222,4.0,Carrer de la Carassa s n Barcelona,Barcelona,41.384484,2.1802278,POINT (2.1802278 41.384484)
718,Catalunya Restaurante,1270,4.5,Carrer  Avinyo 42  Barcelona,Barcelona,41.8254821,1.8956757,POINT (1.8956757 41.8254821)
719,La Vespa Burger Bar,366,4.0,Torrent de l Olla 99  Barcelona,Barcelona,41.402014,2.1572605,POINT (2.1572605 41.402014)
720,La pizza del Sortidor,257,4.5,Blasco de Garay 46  Barcelona,Barcelona,41.3726303,2.1624193,POINT (2.1624193 41.3726303)
721,Txokoa Barcelona,165,4.0,Carrer de Déu i Mata 146 Barcelona,Barcelona,41.3894333,2.137465,POINT (2.137465 41.3894333)
722,Bar Centro Burgers & Craft Beer,653,4.5,Carrer  Casp 55 Barcelona,Barcelona,41.3928759,2.1752247,POINT (2.1752247 41.3928759)
723,Taverna hofmann,431,4.5,Carrer de Girona 145 Barcelona,Barcelona,41.3985973,2.1659559,POINT (2.1659559 41.3985973)
724,Somodo,407,4.5,Carrer de Ros de Olano 11  Barcelona,Barcelona,41.4008528,2.1543719,POINT (2.1543719 41.4008528)
725,TocaTeca,411,4.5,Carrer  Garcilaso 172 Barcelona,Barcelona,41.4235839,2.1809578,POINT (2.1809578 41.4235839)
726,Pasa Tapas,546,4.5,Carrer  Doctor Aiguader 6  8 Barcelona,Barcelona,41.382275,2.1871782,POINT (2.1871782 41.382275)
727,La Bodega,320,4.0,Plaça de Molina 2 Barcelona,Barcelona,41.400712,2.147246607038559,POINT (2.147246607038559 41.400712)
728,Braseria El Glop,554,4.0,Casp 21 Barcelona,Barcelona,41.3894471,2.1706178,POINT (2.1706178 41.3894471)
729,Taller de Tapas - Josep Oriol,1777,4.0,Plaza Sant Josep Oriol 9  Barcelona,Barcelona,,,POINT EMPTY
730,Obama,742,4.0,Gran Via de les Corts Catalanes 603 Barcelona,Barcelona,41.3888546,2.1670577,POINT (2.1670577 41.3888546)
731,Krampus,244,4.0,Saragossa 89 Barcelona,Barcelona,41.4034137,2.1470272,POINT (2.1470272 41.4034137)
732,El All i Oli,204,3.5,Carrer  Alella 3  Barcelona,Barcelona,41.4313776,2.181235,POINT (2.181235 41.4313776)
733,Gelatomania Barcelona,81,4.5,Avenida de Mistral 64 Barcelona,Barcelona,,,POINT EMPTY
734,Ovante,201,4.5,Passeig de Fabra I Puig 95 Barcelona,Barcelona,41.430078,2.1827073,POINT (2.1827073 41.430078)
735,Timesburg Poblenou,632,4.0,Carrer  Pujades 168  Barcelona,Barcelona,41.5043137,1.8092083,POINT (1.8092083 41.5043137)
736,Gelateria Gocce di Latte,404,4.5,Pla de Palau  Barcelona,Barcelona,41.6348507,2.1715936,POINT (2.1715936 41.6348507)
737,Cremeria Toscana,205,4.5,Carrer Muntaner 161 Barcelona,Barcelona,41.3913933,2.1527912,POINT (2.1527912 41.3913933)
738,THAI THAI BCN,338,4.0,Carrer  VILLARROEL 68 Barcelona,Barcelona,41.3837626,2.1588913,POINT (2.1588913 41.3837626)
739,Ándele Santa Fe,317,4.5,Santa Fe Nou Mèxic 6 Barcelona,Barcelona,41.3943909,2.1376077,POINT (2.1376077 41.3943909)
740,Casa Dario,268,4.0,Consell de Cent 256 Barcelona,Barcelona,41.3915392,2.1655104,POINT (2.1655104 41.3915392)
741,Volta al Món,554,4.5,Carrer  Muntaner 51 Barcelona,Barcelona,41.38601950740741,2.1600239370370375,POINT (2.1600239370370375 41.38601950740741)
742,Forn Mistral,211,4.5,Ronda Sant Antoni 96 Barcelona,Barcelona,41.3846066,2.164251561328208,POINT (2.164251561328208 41.3846066)
743,La Cala Barceloneta,148,5.0,Carrer de l Escar 18 Barcelona,Barcelona,41.3758337,2.187698,POINT (2.187698 41.3758337)
744,Kobuta Ramen i més,113,4.5,Carrer de Súria 6  Barcelona,Barcelona,41.3698057,2.1332507,POINT (2.1332507 41.3698057)
745,Nobu Barcelona,69,4.0,Avinguda de Roma 2 4  Barcelona,Barcelona,41.37965105,2.1424977824223594,POINT (2.1424977824223594 41.37965105)
746,Sartoria Panatieri Gràcia,206,4.5,Carrer de l Encarnació 51  Barcelona,Barcelona,41.4103874,2.1664406,POINT (2.1664406 41.4103874)
747,Bravo,608,3.5,Placa de la Rosa del Vents 1 Barcelona,Barcelona,41.3686047,2.187903,POINT (2.187903 41.3686047)
748,La Vermuterie,263,4.0,Carrer  Muntaner 212  Barcelona,Barcelona,41.3933584,2.1502403,POINT (2.1502403 41.3933584)
749,Bilbao Restaurante,358,4.0,Carrer Perill 33  Barcelona,Barcelona,41.3998038,2.1620293,POINT (2.1620293 41.3998038)
750,Xup Xup Restaurant,877,4.0,Paseo Marítimo de la Barceloneta S N Barcelona,Barcelona,,,POINT EMPTY
751,Restaurante Somorrostro,1272,4.0,Carrer de Sant Carles 11 Barcelona,Barcelona,41.3791628,2.1890426,POINT (2.1890426 41.3791628)
752,Carlota Restaurant,281,4.0,Carrer  París 168 Barcelona,Barcelona,41.4801134,2.0270367,POINT (2.0270367 41.4801134)
753,La Taberna Griega,231,3.5,Torrent De L olla 123 Barcelona,Barcelona,41.4066828,2.1518689,POINT (2.1518689 41.4066828)
754,La Adelita Botanero,235,4.5,Carrer de Muntaner 100  Barcelona,Barcelona,41.388572,2.156868,POINT (2.156868 41.388572)
755,La Vinateria del Call,880,4.5,Carrer  Salomó Ben Adret 9  Barcelona,Barcelona,41.3827003,2.1756639,POINT (2.1756639 41.3827003)
756,Kurz & Gut,566,3.0,Moll d Espanya 5 Barcelona,Barcelona,41.3749029,2.1820279,POINT (2.1820279 41.3749029)
757,El Jardi de L'apat,257,3.0,Albert Llanas 2 Barcelona,Barcelona,41.4148462,2.159356,POINT (2.159356 41.4148462)
758,Restaurante Vivanda,419,4.0,Major de Sarria 134 Barcelona,Barcelona,41.4028181,2.1183757,POINT (2.1183757 41.4028181)
759,Kyoka,311,4.0,Via Augusta 268 Barcelona,Barcelona,41.3979693,2.1315017,POINT (2.1315017 41.3979693)
760,El Casal,986,4.5,Placa Victor Balaguer 5  Barcelona,Barcelona,41.46621505,2.036600908880597,POINT (2.036600908880597 41.46621505)
761,VENUS Delicatessen Barcelona,552,4.0,Carrer Avinyo 25  Barcelona,Barcelona,41.8254821,1.8956757,POINT (1.8956757 41.8254821)
762,Blau BCN,256,4.0,Carrer  Londres 89 Barcelona,Barcelona,41.5965593,2.2792652,POINT (2.2792652 41.5965593)
763,Restaurante El Reloj,404,4.0,Vía Laietana 40 Barcelona,Barcelona,41.3859602,2.1762822,POINT (2.1762822 41.3859602)
764,Galeria Cosmo,421,4.0,Enric Granados 3 Barcelona,Barcelona,41.3874881,2.1626711,POINT (2.1626711 41.3874881)
765,Restaurante China Crown Barcelona,51,4.5,Carrer  Casp 48  Barcelona,Barcelona,41.39076485,2.1731903812273305,POINT (2.1731903812273305 41.39076485)
766,Croq & Roll,227,4.5,Travessera de Gràcia 233 Barcelona,Barcelona,41.403814,2.1616022,POINT (2.1616022 41.403814)
767,El Tap,286,4.5,08029  Barcelona,Barcelona,41.386759608797945,2.146154437883944,POINT (2.146154437883944 41.386759608797945)
768,Quinoa Bar Vegetarià,447,4.5,Travessera de Gràcia 203 Barcelona,Barcelona,41.402733,2.1599817,POINT (2.1599817 41.402733)
769,El Desvan,188,4.5,Gran Via de les Corts Catalanes 453 Barcelona,Barcelona,41.3791521,2.1541608,POINT (2.1541608 41.3791521)
770,Garage Beer Co,378,4.5,Carrer De Consell De Cent 261 Barcelona,Barcelona,41.5393725,2.2716073,POINT (2.2716073 41.5393725)
771,La Strada Pizza Barcelona,110,4.5,Vila y Vila Num 48  Barcelona,Barcelona,,,POINT EMPTY
772,La Cereria,285,4.5,Baixada de Sant Miquel 3 Barcelona,Barcelona,41.3815426,2.1767152,POINT (2.1767152 41.3815426)
773,Pastisseria Lis Barcelona - Pere Camps,13,4.5,Carrer de La Riera Alta 19 Barcelona,Barcelona,41.38036285,2.1664724152070205,POINT (2.1664724152070205 41.38036285)
774,Ekubo',128,4.5,Comte d Urgell 108 Barcelona,Barcelona,41.3883161,2.1502389,POINT (2.1502389 41.3883161)
775,Kynoto Sushi Bar,224,4.5,Carrer  Correu Vell 8   Barcelona,Barcelona,41.3815548,2.1797645,POINT (2.1797645 41.3815548)
776,Bar Lafuente,178,4.0,Gran Via De Les Corts Catalanes 931  Barcelona,Barcelona,41.4099105,2.1946527,POINT (2.1946527 41.4099105)
777,Mishima Sushi Bar,190,4.0,Carrer Dr fleming 25 Barcelona,Barcelona,42.0115374,1.8438965,POINT (1.8438965 42.0115374)
778,Takenori Mito Daruma,156,4.5,Carrer  Villarroel 237  Barcelona,Barcelona,41.39097556517836,2.1487665047300153,POINT (2.1487665047300153 41.39097556517836)
779,Artespañol Paella & Tapas,1139,4.0,Carrer  Provenca 271  Barcelona,Barcelona,41.5294834,2.0683511,POINT (2.0683511 41.5294834)
780,Viena Ronda Sant Pere,376,4.0,Ronda de Sant Pere 11 Barcelona,Barcelona,41.3886294,2.1714279,POINT (2.1714279 41.3886294)
781,Pizzeria Da Nanni BORN,278,4.5,Carrer del Rec 30  Barcelona,Barcelona,41.3852946,2.1827028,POINT (2.1827028 41.3852946)
782,Restaurante Mi Rincon,198,4.5,Avenida Diagonal 303  Barcelona,Barcelona,41.39016876421052,2.13601834,POINT (2.13601834 41.39016876421052)
783,Dolceria De La Colmena,340,4.5,Plaça De l Àngel 12  Barcelona,Barcelona,41.3837596,2.1782779,POINT (2.1782779 41.3837596)
784,Roast Club Specialty Coffee Roasters,348,5.0,Carrer Valencia 190  Barcelona,Barcelona,41.6051452,2.3006586,POINT (2.3006586 41.6051452)
785,Mustà Shawarma,113,4.5,Mozart 4  Barcelona,Barcelona,41.4950051,2.1798394,POINT (2.1798394 41.4950051)
786,The Ranch Smokehouse,172,4.5,Ronda Universitat 20  Barcelona,Barcelona,41.3867942,2.167712,POINT (2.167712 41.3867942)
787,Madame,262,4.5,Robador 22 Barcelona,Barcelona,41.3792938,2.1708328,POINT (2.1708328 41.3792938)
788,Restaurante Tram Tram,233,4.5,Major de Sarrià 121  Barcelona,Barcelona,41.4007397,2.1205419,POINT (2.1205419 41.4007397)
789,"Pizzeria Focacceria Toscana ""Pizza al Taglio""",587,4.5,Carrer  Ferran 41  Barcelona,Barcelona,41.3818471,2.1759565,POINT (2.1759565 41.3818471)
790,Pla Restaurant,1450,4.5,Carrer  Bellafila 5 Barcelona,Barcelona,41.38227,2.1785761,POINT (2.1785761 41.38227)
791,A33 Pizzeria,114,5.0,Carrer de Manso 22  Barcelona,Barcelona,41.3785363,2.1631981,POINT (2.1631981 41.3785363)
792,El Cocinero de Damasco,137,4.5,Templers 2 corner with Palau Barcelona,Barcelona,,,POINT EMPTY
793,Pasta Madre,406,4.5,Carrer Dels Tallers 3 Barcelona,Barcelona,41.3847824,2.1699501,POINT (2.1699501 41.3847824)
